HISP_label,MIG_label,LANP,PINCP,NP,RNTP,AGEP
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,2,1200,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14500,2,1200,24
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8600,5,1000,32
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1000,12
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1000,4
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,5,1000,7
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,21000,5,1000,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,36000,2,750,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,2,750,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",1200,11700,1,400,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,26000,2,590,55
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,43800,2,590,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,1700,1,270,76
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,64000,3,800,52
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28100,3,800,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,800,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14100,2,1100,46
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,1100,10
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,261000,1,1700,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,1,4,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,550,39
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,550,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,450,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10000,2,450,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,380,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35700,2,380,26
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,1,1100,54
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,45000,2,630,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,2,630,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,1,400,52
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,55000,2,1300,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,18000,2,1300,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,63000,1,800,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,4160,1,700,59
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,3,340,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,340,7
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,340,1
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,1,800,54
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,20000,3,330,32
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,0,3,330,17
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,0,3,330,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,7700,2,550,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8900,2,550,76
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15000,3,1000,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,60000,3,1000,32
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,500,3,1000,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,16800,3,640,38
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,640,8
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,3,640,5
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,65000,1,1300,38
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,57000,5,950,43
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,5,950,40
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,950,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,5,950,16
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,5,950,14
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,29000,1,1200,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8400,3,500,63
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9000,3,500,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,28000,3,500,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5150,44000,2,1100,33
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5150,59000,2,1100,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,37000,3,1700,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,2000,3,1700,49
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",2575,300,3,1700,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,19500,2,880,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,40000,2,880,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,49700,1,780,70
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,66000,9,1700,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,23800,9,1700,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,32000,9,1700,56
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,73000,9,1700,53
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13300,9,1700,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,9,1700,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,35000,9,1700,24
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12500,9,1700,20
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,9,1700,4
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9100,1,280,71
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,530,29
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,12500,4,530,41
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,4,530,6
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,10700,4,530,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,1500,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,70000,2,1500,31
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,9650,2,690,45
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,690,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,530,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,530,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5150,1700,2,970,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",5645,0,2,970,19
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20400,1,400,57
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,21900,4,710,73
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,4,710,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,710,18
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,4,710,17
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,5000,3,430,64
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,39400,3,430,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,430,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,38000,2,1300,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,1300,66
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,3,270,44
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8800,3,270,22
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,270,12
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,52000,1,840,30
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,2,490,19
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,10000,2,490,19
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",4590,7000,2,1300,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",4590,16300,2,1300,29
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,8200,4,990,35
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,990,12
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,990,6
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,58000,4,990,29
Mexican,"Yes, same house (nonmovers)",1200,53000,3,750,28
Mexican,"Yes, same house (nonmovers)",1200,29000,3,750,27
Mexican,"Yes, same house (nonmovers)",1200,60700,3,750,27
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,34000,2,200,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,25000,2,200,34
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,13500,1,500,69
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,18000,2,600,36
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,2,600,25
Panamanian,"No, different house in US or Puerto Rico",1200,30000,1,980,25
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,20000,3,400,30
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,400,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,3,400,6
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,20000,2,670,31
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,2,670,10
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,15700,1,400,75
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,8400,1,300,70
Mexican,"Yes, same house (nonmovers)",0999,24000,2,1600,21
Mexican,"Yes, same house (nonmovers)",0999,-19999,2,1600,2
Colombian,"No, different house in US or Puerto Rico",1200,12000,3,1500,45
Colombian,"No, different house in US or Puerto Rico",1200,20000,3,1500,20
Colombian,"No, different house in US or Puerto Rico",1200,1500,3,1500,16
Not Spanish/Hispanic/Latino,"No, outside US and Puerto Rico",0999,10000,1,1000,23
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,14000,2,550,47
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,-19999,2,550,3
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,85000,4,1300,43
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,19000,4,1300,40
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,1300,14
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,-19999,4,1300,11
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,35000,1,810,25
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,22600,2,350,66
Not Spanish/Hispanic/Latino,"No, different house in US or Puerto Rico",0999,0,2,350,17
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,30000,2,350,28
Not Spanish/Hispanic/Latino,"Yes, same house (nonmovers)",0999,0,2,350,30
